Sample,Response,RT,Correct,participant,session,gender,experiment_name,date,
3070,m,1.0252285909999994,1,,001,,Hysterisis,"January 06, 2019",
1000,n,0.5199272320000006,1,,001,,Hysterisis,"January 06, 2019",
4060,m,0.2476215039999996,1,,001,,Hysterisis,"January 06, 2019",
