Sample,Response,RT,Correct,participant,session,gender,experiment_name,date,
0100,m,0.7461633180000007,0,,001,,Hysterisis,"January 06, 2019",
2080,n,0.3651537100000004,0,,001,,Hysterisis,"January 06, 2019",
