Sample,Response,RT,Correct,participant,session,gender,experiment_name,date,
4060,m,0.693429053,1,,001,,Hysterisis,"January 06, 2019",
4060,n,0.39952101799999973,0,,001,,Hysterisis,"January 06, 2019",
